SWSize,Timeout,Efficiency,DataSize,ErrorRate,LostRate,SendTime
4,200,0.469268897,,,,
4,400,0.464263822,,,,
4,600,0.459476,1024,10,10,
8,200,0.19129161,1024,10,10,450.0216727
16,200,0.0995112465839815,1024,10,10,455.21552538871765
8,400,0.07596333219665817,1024,10,10,463.925856590271
8,600,0.32227044506850483,1024,10,10,905.4486000537872
16,400,0.12123831476501473,1024,10,10,494.1214065551758
16,600,0.07615274789358321,1024,10,10,895.8331923484802
